#Note: Ir93a has been added manually (via blat) to this annotation (haven't actually checked for frameshifts or ptcs there, just assumed zero)
#gene	isoform	chr	start	end	strand	numCodons	numFrameshifts	numPremStop
FBgn0033081	FBtr0086147	2R	3407577	3408564	-	192	0	0
FBgn0013732	FBtr0086110	2R	3409222	3412516	+	822	0	0
FBgn0033083	FBtr0086146	2R	3412541	3414006	-	396	0	0
FBgn0000054	FBtr0086113	2R	3414157	3417985	+	262	0	0
FBgn0033087	FBtr0086145	2R	3420084	3423278	-	614	0	0
FBgn0033088	FBtr0086119	2R	3423548	3425001	+	330	0	0
FBgn0033089	FBtr0086144	2R	3424967	3425923	-	183	0	0
FBgn0033092	FBtr0086120	2R	3425773	3442618	+	206	0	0
FBgn0259977	FBtr0086143	2R	3426983	3430382	-	587	0	0
FBgn0033090	FBtr0086122	2R	3433138	3434291	+	352	0	0
FBgn0050446	FBtr0086142	2R	3434680	3439931	-	637	0	0
FBgn0259483	FBtr0086141	2R	3445170	3446697	-	223	0	0
FBgn0033095	FBtr0302166	2R	3449792	3465727	-	894	0	0
FBgn0033096	FBtr0086139	2R	3466324	3467771	-	352	0	0
FBgn0033097	FBtr0086138	2R	3468568	3469467	-	305	1	0
FBgn0010482	FBtr0301423	2R	3473619	3493099	-	1786	0	0
FBgn0028579	FBtr0086125	2R	3494316	3498616	+	880	0	0
FBgn0042083	FBtr0086126	2R	3498879	3501400	+	578	0	0
FBgn0027066	FBtr0300285	2R	3501624	3508464	+	297	0	0
FBgn0033100	FBtr0086135	2R	3508743	3509656	-	136	0	0
FBgn0033101	FBtr0086134	2R	3510040	3511339	-	311	0	0
FBgn0085421	FBtr0112635	2R	3514145	3550047	-	998	2	0
FBgn0000473	FBtr0086133	2R	3532026	3533787	-	506	0	0
FBgn0014028	FBtr0086156	2R	3560484	3562032	+	297	0	0
FBgn0033104	FBtr0086212	2R	3561903	3562599	-	118	0	0
FBgn0022224	FBtr0086211	2R	3562858	3563362	-	73	0	0
FBgn0028954	FBtr0086158	2R	3563813	3567643	+	449	0	0
FBgn0033107	FBtr0303340	2R	3567890	3570971	+	563	0	0
FBgn0033108	FBtr0086160	2R	3581265	3591408	+	807	0	0
FBgn0040674	FBtr0086210	2R	3591121	3592049	-	70	0	0
FBgn0033109	FBtr0086207	2R	3615078	3626161	-	528	0	0
FBgn0033110	FBtr0300359	2R	3626781	3629030	-	615	1	0
FBgn0028985	FBtr0086196	2R	3629320	3632346	-	424	0	0
FBgn0033112	FBtr0300358	2R	3632696	3634127	-	388	0	0
FBgn0033113	FBtr0086162	2R	3634435	3636656	+	403	0	0
FBgn0028988	FBtr0086163	2R	3636251	3638123	+	372	0	0
FBgn0033115	FBtr0086164	2R	3639884	3641799	+	404	0	0
FBgn0050158	FBtr0086165	2R	3645353	3676082	+	280	0	0
FBgn0033117	FBtr0114532	2R	3677474	3678795	+	306	0	0
FBgn0066293	FBtr0086192	2R	3697419	3698249	-	196	0	0
FBgn0066292	FBtr0086191	2R	3698935	3699730	-	192	0	0
FBgn0053348	FBtr0086168	2R	3703456	3704400	+	198	0	1
FBgn0053349	FBtr0086169	2R	3704487	3706164	+	451	1	0
FBgn0033121	FBtr0086185	2R	3718382	3721281	-	488	0	1
FBgn0050157	FBtr0086186	2R	3720309	3721398	-	234	0	0
FBgn0022960	FBtr0086182	2R	3721546	3731938	-	635	0	0
FBgn0050156	FBtr0086184	2R	3727661	3729193	-	358	0	0
FBgn0033122	FBtr0086170	2R	3732417	3735263	+	421	0	0
FBgn0029508	FBtr0086172	2R	3737378	3745865	+	226	0	0
FBgn0050159	FBtr0301713	2R	3737388	3739005	+	239	0	0
FBgn0033124	FBtr0086179	2R	3744665	3746780	+	232	0	0
FBgn0029507	FBtr0086181	2R	3748120	3749994	-	227	0	0
FBgn0029506	FBtr0086180	2R	3750400	3756531	+	228	0	0
FBgn0033127	FBtr0089023	2R	3762208	3765216	+	220	0	0
FBgn0033128	FBtr0089024	2R	3765980	3770110	+	218	0	0
FBgn0033129	FBtr0089026	2R	3770443	3771773	+	231	0	0
FBgn0033130	FBtr0089028	2R	3771978	3773739	+	229	0	0
FBgn0053914	FBtr0091918	2R	3773721	3774473	-	178	0	0
FBgn0033132	FBtr0089030	2R	3777119	3779912	+	227	0	0
FBgn0033133	FBtr0305678	2R	3779805	3781754	+	215	0	0
FBgn0033134	FBtr0089032	2R	3782864	3785802	+	217	0	0
FBgn0016032	FBtr0089033	2R	3787006	3789146	+	208	0	0
FBgn0033135	FBtr0089034	2R	3789959	3791221	+	218	0	0
FBgn0033136	FBtr0089035	2R	3791910	3793764	+	219	0	0
FBgn0033137	FBtr0089062	2R	3793579	3794709	-	250	0	0
FBgn0027558	FBtr0089061	2R	3794826	3798910	-	667	0	0
FBgn0033138	FBtr0089060	2R	3799472	3800796	-	219	0	0
FBgn0033139	FBtr0089036	2R	3801631	3803305	+	211	0	0
FBgn0033140	FBtr0089037	2R	3805449	3806985	+	264	3	0
FBgn0033141	FBtr0300063	2R	3810247	3811329	-	259	0	0
FBgn0028642	FBtr0089038	2R	3823601	3864757	+	785	0	0
FBgn0033142	FBtr0089040	2R	3844090	3845077	+	328	0	0
FBgn0015038	FBtr0089056	2R	3864724	3866648	-	505	0	0
FBgn0015039	FBtr0089055	2R	3867250	3869091	-	505	0	0
FBgn0024294	FBtr0089041	2R	3883462	3885027	+	390	0	0
FBgn0024293	FBtr0089054	2R	3887498	3889509	-	393	0	0
FBgn0044011	FBtr0089053	2R	3889562	3891153	-	407	0	0
FBgn0002930	FBtr0089052	2R	3892280	3893992	-	476	0	0
FBgn0033149	FBtr0089045	2R	3911441	3913860	+	706	0	0
FBgn0053140	FBtr0089046	2R	3913936	3916210	+	720	0	0
FBgn0050385	FBtr0089047	2R	3916955	3918669	+	536	0	0
FBgn0050384	FBtr0089048	2R	3918626	3920944	+	708	0	0
FBgn0026389	FBtr0089051	2R	3956612	3958595	-	376	0	0
FBgn0026602	FBtr0089050	2R	3962745	3965480	-	366	0	0
FBgn0033153	FBtr0089049	2R	3969125	3970608	+	163	0	0
FBgn0033154	FBtr0089022	2R	3978639	3981044	-	681	0	0
FBgn0033155	FBtr0089021	2R	3985317	3990952	-	1430	1	2
FBgn0260991	FBtr0088961	2R	3991416	3994496	+	755	0	0
FBgn0003174	FBtr0088962	2R	4008234	4013525	+	1307	0	0
FBgn0033158	FBtr0088963	2R	4024438	4026363	+	329	0	0
FBgn0000352	FBtr0089015	2R	4096682	4101647	-	1201	0	0
FBgn0033160	FBtr0088966	2R	4101752	4105389	+	729	0	0
FBgn0041243	FBtr0110820	2R	4105236	4107525	-	449	0	0
FBgn0033162	FBtr0089013	2R	4107906	4109240	-	176	0	0
FBgn0033166	FBtr0089006	2R	4111641	4121161	-	504	0	0
FBgn0033164	FBtr0113047	2R	4114203	4114936	+	197	0	0
FBgn0033165	FBtr0113048	2R	4115282	4115765	+	138	0	0
FBgn0262583	FBtr0305124	2R	4116180	4117503	+	282	0	0
FBgn0033167	FBtr0113049	2R	4122501	4122969	-	134	0	0
FBgn0003460	FBtr0088970	2R	4132628	4147941	+	416	0	0
FBgn0033168	FBtr0089004	2R	4141218	4141903	-	149	0	0
FBgn0033169	FBtr0088971	2R	4149576	4151741	+	665	0	0
FBgn0033170	FBtr0100138	2R	4151765	4152636	+	186	0	0
FBgn0050502	FBtr0300959	2R	4155055	4160404	-	355	0	0
FBgn0033174	FBtr0088974	2R	4156339	4158263	+	388	0	0
FBgn0025885	FBtr0089329	2R	4165627	4169471	-	565	0	0
FBgn0033177	FBtr0088999	2R	4171049	4174070	-	710	0	0
FBgn0033178	FBtr0088975	2R	4174045	4175663	+	449	0	1
FBgn0033179	FBtr0088997	2R	4175693	4177481	-	407	0	0
FBgn0010548	FBtr0300481	2R	4177627	4187871	-	563	0	0
FBgn0259745	FBtr0300081	2R	4192676	4200669	-	832	0	0
FBgn0033182	FBtr0088984	2R	4201626	4203351	-	358	0	0
FBgn0033183	FBtr0088983	2R	4204589	4207374	-	586	0	0
FBgn0015929	FBtr0088982	2R	4207466	4210642	-	866	0	0
FBgn0033184	FBtr0088981	2R	4219283	4221226	-	456	0	0
FBgn0025185	FBtr0088980	2R	4221375	4223485	-	593	0	0
FBgn0033185	FBtr0088979	2R	4224768	4227058	-	586	0	0
FBgn0033186	FBtr0088960	2R	4227424	4229383	-	577	0	0
FBgn0033187	FBtr0088904	2R	4229764	4233024	+	927	0	0
FBgn0022772	FBtr0088959	2R	4232912	4236275	-	924	0	0
FBgn0033188	FBtr0088957	2R	4260247	4267075	-	434	0	0
FBgn0033189	FBtr0088905	2R	4267589	4270041	+	134	0	0
FBgn0033190	FBtr0088907	2R	4270023	4272400	+	713	0	0
FBgn0033191	FBtr0088955	2R	4272339	4273784	-	336	0	0
FBgn0033192	FBtr0088909	2R	4280112	4296208	+	1397	0	0
FBgn0050499	FBtr0088954	2R	4299334	4300597	-	221	0	0
FBgn0004132	FBtr0088953	2R	4300716	4301573	-	180	0	0
FBgn0033194	FBtr0088910	2R	4302103	4315598	+	3321	0	0
FBgn0004133	FBtr0088952	2R	4315410	4321905	-	644	0	0
FBgn0033195	FBtr0088951	2R	4322612	4324948	-	276	1	0
FBgn0261385	FBtr0088912	2R	4324982	4330147	+	1239	0	0
FBgn0033196	FBtr0088948	2R	4330621	4349864	-	482	0	0
FBgn0050492	FBtr0113382	2R	4352469	4380567	+	1038	0	0
FBgn0027604	FBtr0088918	2R	4369763	4376918	+	2262	0	0
FBgn0033199	FBtr0088946	2R	4380403	4384098	-	271	0	0
FBgn0028687	FBtr0088947	2R	4381219	4382735	-	433	0	0
FBgn0050491	FBtr0088919	2R	4383911	4385544	+	331	0	0
FBgn0050495	FBtr0088920	2R	4385972	4387475	+	327	0	0
FBgn0033202	FBtr0088945	2R	4387797	4389105	-	430	1	0
FBgn0033203	FBtr0088921	2R	4389871	4391097	+	325	0	0
FBgn0033204	FBtr0088922	2R	4391719	4393205	+	300	0	0
FBgn0033205	FBtr0088923	2R	4393771	4395277	+	330	0	0
FBgn0033206	FBtr0088944	2R	4395181	4396963	-	514	0	0
FBgn0033207	FBtr0088943	2R	4397850	4398836	-	130	0	0
FBgn0033208	FBtr0088942	2R	4401466	4402152	-	126	0	0
FBgn0033209	FBtr0088924	2R	4401851	4403104	+	135	0	0
FBgn0033210	FBtr0088941	2R	4403103	4404099	-	265	0	0
FBgn0033212	FBtr0088939	2R	4404286	4426285	-	1452	0	0
FBgn0050493	FBtr0088925	2R	4426665	4430872	+	326	0	0
FBgn0050496	FBtr0088926	2R	4426949	4429204	+	635	0	0
FBgn0003733	FBtr0112838	2R	4430547	4436948	-	923	0	0
FBgn0085245	FBtr0112409	2R	4431187	4432308	-	264	1	0
FBgn0033214	FBtr0088927	2R	4437305	4439429	+	352	0	0
FBgn0033215	FBtr0088928	2R	4440023	4441645	+	352	0	0
FBgn0033216	FBtr0088929	2R	4442422	4444307	+	349	0	0
FBgn0050497	FBtr0088932	2R	4465229	4509771	-	877	0	0
FBgn0000337	FBtr0088931	2R	4510030	4514102	-	642	4	8
FBgn0015614	FBtr0088930	2R	4514915	4517108	+	170	0	0
FBgn0033221	FBtr0088829	2R	4518152	4518901	+	144	0	0
FBgn0001091	FBtr0088903	2R	4520761	4522210	-	332	0	0
FBgn0002891	FBtr0088831	2R	4522110	4529905	+	2130	0	0
FBgn0033224	FBtr0088901	2R	4529643	4535308	-	834	0	1
FBgn0003317	FBtr0088832	2R	4535390	4538938	+	570	0	0
FBgn0033225	FBtr0088899	2R	4538942	4540915	-	626	0	0
FBgn0033226	FBtr0088834	2R	4541418	4543642	+	454	0	0
FBgn0029093	FBtr0088898	2R	4544635	4546071	-	392	0	0
FBgn0050383	FBtr0088897	2R	4546449	4547813	-	254	0	0
FBgn0003082	FBtr0088838	2R	4548143	4550028	+	555	2	2
FBgn0026781	FBtr0088895	2R	4550011	4551479	-	244	0	0
FBgn0050382	FBtr0088894	2R	4550011	4551464	-	244	0	0
FBgn0033229	FBtr0088841	2R	4551851	4553521	+	412	0	0
FBgn0042173	FBtr0089426	2R	4551851	4552640	+	330	1	0
FBgn0040780	FBtr0113332	2R	4551883	4555762	+	212	1	0
FBgn0085390	FBtr0112580	2R	4555920	4581298	-	1211	0	0
FBgn0050377	FBtr0088844	2R	4600289	4624765	+	897	0	1
FBgn0033232	FBtr0088888	2R	4624759	4626274	-	202	0	0
FBgn0015509	FBtr0088848	2R	4626585	4630792	+	774	0	0
FBgn0026393	FBtr0088887	2R	4630574	4632374	-	403	0	0
FBgn0033233	FBtr0088886	2R	4632544	4634772	-	495	0	0
FBgn0033234	FBtr0088849	2R	4637329	4640605	+	477	0	0
FBgn0050381	FBtr0113374	2R	4640341	4641697	-	237	0	0
FBgn0023171	FBtr0088883	2R	4641734	4643075	-	333	0	0
FBgn0026722	FBtr0088850	2R	4643114	4647466	+	1327	0	0
FBgn0033235	FBtr0088882	2R	4647536	4649856	-	556	0	0
FBgn0050380	FBtr0088881	2R	4649887	4650329	-	101	0	0
FBgn0033236	FBtr0088880	2R	4652747	4666715	-	437	0	0
FBgn0085459	FBtr0112731	2R	4654274	4655274	+	264	1	0
FBgn0085460	FBtr0112732	2R	4655646	4657653	+	714	0	0
FBgn0033238	FBtr0088853	2R	4660486	4661117	+	148	0	0
FBgn0050378	FBtr0088854	2R	4660985	4662139	+	148	0	0
FBgn0033240	FBtr0113052	2R	4667013	4669072	+	456	0	0
FBgn0033241	FBtr0088878	2R	4669022	4670832	-	453	0	0
FBgn0026361	FBtr0088877	2R	4670923	4672683	-	422	0	0
FBgn0027548	FBtr0088857	2R	4673505	4680834	+	793	0	0
FBgn0033243	FBtr0088875	2R	4677793	4679043	-	189	0	0
FBgn0033244	FBtr0088874	2R	4679148	4683059	-	646	0	0
FBgn0027054	FBtr0088859	2R	4683209	4685090	+	407	0	0
FBgn0033246	FBtr0113054	2R	4685108	4698200	-	2571	0	0
FBgn0033247	FBtr0088862	2R	4699417	4702250	+	354	0	0
FBgn0033248	FBtr0088870	2R	4704787	4705963	-	287	0	0
FBgn0027788	FBtr0088869	2R	4706431	4709556	-	425	0	0
FBgn0033249	FBtr0088868	2R	4712018	4713482	-	303	0	0
FBgn0013308	FBtr0088864	2R	4718569	4720608	+	393	0	0
FBgn0033250	FBtr0304750	2R	4720936	4725579	-	498	0	0
FBgn0025360	FBtr0088865	2R	4741798	4752352	+	487	1	0
FBgn0033252	FBtr0088828	2R	4763674	4775752	-	706	0	0
FBgn0020279	FBtr0100575	2R	4778291	4789275	+	1375	0	0
FBgn0021814	FBtr0088825	2R	4789728	4790531	-	210	0	0
FBgn0025469	FBtr0088824	2R	4791022	4792812	-	226	0	0
FBgn0028563	FBtr0088777	2R	4793233	4797498	+	507	0	0
FBgn0028562	FBtr0088778	2R	4797764	4799643	+	491	0	0
FBgn0028561	FBtr0088779	2R	4799910	4801673	+	476	0	0
FBgn0033257	FBtr0088780	2R	4802220	4807567	+	395	0	0
FBgn0033258	FBtr0088823	2R	4807572	4809073	-	417	0	0
FBgn0033259	FBtr0088781	2R	4809294	4812922	+	760	0	0
FBgn0033260	FBtr0301355	2R	4812875	4816907	-	821	0	0
FBgn0050372	FBtr0100140	2R	4818543	4827053	-	1155	0	0
FBgn0033264	FBtr0088783	2R	4827216	4829307	+	564	0	0
FBgn0033265	FBtr0100668	2R	4829229	4831441	-	634	0	0
FBgn0033266	FBtr0088784	2R	4831837	4833680	+	342	0	0
FBgn0005648	FBtr0088785	2R	4835709	4838695	+	224	0	0
FBgn0033268	FBtr0088816	2R	4838690	4839403	-	143	0	0
FBgn0033269	FBtr0303585	2R	4841664	4861124	-	1089	0	0
FBgn0010504	FBtr0088811	2R	4851199	4861122	-	336	0	0
FBgn0033271	FBtr0088809	2R	4863772	4865571	-	450	0	0
FBgn0033272	FBtr0088807	2R	4866299	4868125	-	385	0	0
FBgn0050373	FBtr0088806	2R	4868546	4869213	-	158	0	0
FBgn0021995	FBtr0088788	2R	4869432	4872316	+	782	0	0
FBgn0033273	FBtr0088789	2R	4872467	4874614	+	461	0	0
FBgn0011659	FBtr0088790	2R	4874560	4876914	+	664	0	0
FBgn0033274	FBtr0088805	2R	4876975	4878139	-	163	0	0
FBgn0033275	FBtr0088804	2R	4909554	4910388	-	236	0	0
FBgn0053087	FBtr0088791	2R	4911190	4930589	+	4699	0	0
FBgn0085246	FBtr0112410	2R	4932986	4933512	-	138	0	0
FBgn0010109	FBtr0088803	2R	4933743	4937165	-	435	0	0
FBgn0013726	FBtr0088792	2R	4942160	4945423	+	539	0	1
FBgn0033277	FBtr0088794	2R	4959745	4961809	+	529	0	0
FBgn0050369	FBtr0088795	2R	4964413	4964871	+	87	0	0
FBgn0033278	FBtr0088796	2R	4965112	4965632	+	126	0	0
FBgn0033279	FBtr0088802	2R	4965845	4966640	-	111	0	0
FBgn0033280	FBtr0088801	2R	4967911	4968483	-	109	0	0
FBgn0050376	FBtr0088800	2R	4968686	4969642	-	226	0	0
FBgn0050375	FBtr0088799	2R	4971297	4972698	-	398	0	0
FBgn0050371	FBtr0088798	2R	4973074	4974738	-	399	0	0
FBgn0033283	FBtr0088739	2R	5064739	5065679	+	286	0	0
FBgn0050365	FBtr0088773	2R	5065672	5067223	-	469	0	0
FBgn0050364	FBtr0088772	2R	5067420	5068354	-	291	0	0
FBgn0250827	FBtr0112411	2R	5068556	5069415	-	166	0	0
FBgn0050362	FBtr0088769	2R	5071732	5072780	-	255	0	0
FBgn0033285	FBtr0089732	2R	5073309	5074087	-	159	0	0
FBgn0033286	FBtr0088765	2R	5074469	5076144	-	305	0	0
FBgn0033287	FBtr0088740	2R	5077005	5078082	+	246	0	0
FBgn0033289	FBtr0290124	2R	5102422	5113207	-	536	0	0
FBgn0028836	FBtr0088742	2R	5122615	5130233	+	278	0	0
FBgn0002531	FBtr0088763	2R	5132276	5132875	-	130	0	0
FBgn0002533	FBtr0088761	2R	5135849	5136464	-	126	0	0
FBgn0002535	FBtr0088744	2R	5139821	5140562	+	112	0	0
FBgn0033292	FBtr0088760	2R	5141582	5144957	-	516	0	0
FBgn0014469	FBtr0088745	2R	5146937	5149354	+	526	0	0
FBgn0015034	FBtr0088746	2R	5149688	5151991	+	531	0	1
FBgn0002570	FBtr0088759	2R	5151906	5154171	-	577	0	0
FBgn0002569	FBtr0088747	2R	5156021	5158134	+	567	0	0
FBgn0002571	FBtr0088758	2R	5158256	5160233	-	574	0	0
FBgn0033294	FBtr0088748	2R	5161159	5163228	+	579	0	0
FBgn0050359	FBtr0088749	2R	5163958	5166263	+	630	0	0
FBgn0050360	FBtr0273322	2R	5166339	5168356	+	601	0	0
FBgn0033296	FBtr0088757	2R	5170696	5172797	-	599	0	0
FBgn0033297	FBtr0088752	2R	5173122	5175091	+	588	0	0
FBgn0033301	FBtr0088736	2R	5251901	5252288	-	100	0	0
FBgn0033304	FBtr0088690	2R	5269288	5270926	+	493	0	0
FBgn0259226	FBtr0299788	2R	5271885	5282275	-	952	0	0
FBgn0033307	FBtr0088691	2R	5289253	5290791	+	112	0	0
FBgn0033308	FBtr0290280	2R	5292798	5293756	-	163	0	0
FBgn0033309	FBtr0088730	2R	5296272	5298719	-	387	0	0
FBgn0033310	FBtr0088692	2R	5299436	5309869	+	856	0	0
FBgn0033312	FBtr0088729	2R	5310467	5312423	-	347	0	0
FBgn0033313	FBtr0305081	2R	5313255	5323805	+	1695	1	5
FBgn0022027	FBtr0088694	2R	5324062	5324793	+	174	0	0
FBgn0033315	FBtr0088728	2R	5324793	5326193	-	382	0	0
FBgn0033316	FBtr0088695	2R	5326428	5328748	+	677	0	0
FBgn0033317	FBtr0088727	2R	5328756	5330488	-	404	0	0
FBgn0003892	FBtr0089427	2R	5348877	5364078	+	1286	0	0
FBgn0010609	FBtr0100426	2R	5364707	5381724	+	717	0	0
FBgn0050354	FBtr0088702	2R	5376186	5376626	+	86	0	0
FBgn0050355	FBtr0088726	2R	5378079	5378892	-	186	0	0
FBgn0001285	FBtr0088704	2R	5391677	5392577	+	271	0	0
FBgn0033320	FBtr0088725	2R	5394294	5396308	-	444	0	0
FBgn0033321	FBtr0088705	2R	5398673	5400900	+	459	0	0
FBgn0033322	FBtr0088724	2R	5403005	5404100	-	293	0	0
FBgn0033323	FBtr0088706	2R	5404140	5406676	+	617	0	0
FBgn0033324	FBtr0113056	2R	5409278	5411433	-	595	0	0
FBgn0033326	FBtr0088722	2R	5412982	5415434	-	582	0	0
FBgn0033327	FBtr0088708	2R	5416167	5416806	+	185	0	0
FBgn0043575	FBtr0088709	2R	5419801	5420356	+	184	0	0
FBgn0040777	FBtr0088720	2R	5420836	5426475	-	432	0	0
FBgn0050357	FBtr0088721	2R	5422906	5424428	-	451	0	0
FBgn0005695	FBtr0088710	2R	5426921	5431750	+	569	0	0
FBgn0050356	FBtr0088717	2R	5431634	5432163	-	149	0	0
FBgn0086784	FBtr0301639	2R	5432175	5437013	-	834	0	0
FBgn0027585	FBtr0290115	2R	5438507	5462245	+	1269	0	0
FBgn0261267	FBtr0302222	2R	5440057	5440476	+	67	0	1
FBgn0033330	FBtr0088714	2R	5489156	5490310	+	329	0	0
FBgn0050350	FBtr0088636	2R	5522878	5524251	+	369	0	0
FBgn0011286	FBtr0304572	2R	5556952	5584525	+	5134	0	0
FBgn0033337	FBtr0088686	2R	5584801	5587841	-	689	0	0
FBgn0021825	FBtr0088641	2R	5588264	5589741	+	380	0	0
FBgn0033339	FBtr0088643	2R	5590004	5595169	+	1241	0	0
FBgn0027513	FBtr0088685	2R	5595093	5596575	-	420	0	0
FBgn0033340	FBtr0088644	2R	5596614	5596988	+	77	0	0
FBgn0033341	FBtr0088684	2R	5596936	5597743	-	201	0	0
FBgn0004921	FBtr0088645	2R	5597772	5601140	+	70	0	0
FBgn0033342	FBtr0088683	2R	5601193	5603356	-	546	0	0
FBgn0050349	FBtr0088650	2R	5603836	5607264	+	620	0	0
FBgn0033344	FBtr0088682	2R	5605745	5606723	-	292	1	0
FBgn0003074	FBtr0088679	2R	5607280	5610562	-	558	0	0
FBgn0002552	FBtr0088651	2R	5610991	5614773	+	858	0	0
FBgn0085248	FBtr0112412	2R	5614246	5615519	-	139	0	0
FBgn0033347	FBtr0088678	2R	5615489	5616915	-	227	0	0
FBgn0033348	FBtr0290033	2R	5616818	5619300	-	591	0	0
FBgn0033349	FBtr0088652	2R	5619336	5621898	+	517	0	0
FBgn0033350	FBtr0088653	2R	5622244	5623479	+	325	0	0
FBgn0033351	FBtr0088676	2R	5623617	5624692	-	323	0	0
FBgn0033352	FBtr0088654	2R	5624765	5629688	+	1241	0	0
FBgn0033354	FBtr0088675	2R	5631084	5636556	-	1481	0	0
FBgn0033355	FBtr0088656	2R	5637022	5637744	+	113	0	0
FBgn0027607	FBtr0088674	2R	5640870	5643923	-	699	0	0
FBgn0033356	FBtr0290278	2R	5645033	5648001	-	335	0	0
FBgn0053199	FBtr0088688	2R	5645353	5648001	-	79	0	0
FBgn0033357	FBtr0088657	2R	5648589	5649091	+	54	0	0
FBgn0011300	FBtr0088658	2R	5649242	5659679	+	622	0	0
FBgn0033359	FBtr0273385	2R	5666152	5682548	-	1693	0	0
FBgn0085379	FBtr0112560	2R	5690513	5701923	-	1041	0	0
FBgn0033362	FBtr0301193	2R	5704124	5710568	-	561	0	0
FBgn0033363	FBtr0088666	2R	5711566	5713776	-	389	0	0
FBgn0033364	FBtr0088660	2R	5714953	5716090	+	222	0	0
FBgn0033365	FBtr0088665	2R	5716104	5727950	-	855	0	0
FBgn0033366	FBtr0088664	2R	5736891	5739259	-	609	1	0
FBgn0033367	FBtr0088663	2R	5739374	5741827	-	684	0	0
FBgn0033368	FBtr0088662	2R	5741968	5757035	-	528	0	0
FBgn0033369	FBtr0088661	2R	5757732	5759074	-	387	0	0
FBgn0025709	FBtr0088560	2R	5775852	5779493	+	603	0	0
FBgn0033371	FBtr0300173	2R	5779561	5782872	+	590	0	0
FBgn0033372	FBtr0300369	2R	5781719	5784675	-	716	0	0
FBgn0010220	FBtr0088564	2R	5784951	5786897	+	521	0	0
FBgn0033373	FBtr0088633	2R	5786871	5790125	-	413	0	0
FBgn0033374	FBtr0088632	2R	5789662	5791825	-	367	0	0
FBgn0033375	FBtr0088631	2R	5794293	5795904	-	343	0	0
FBgn0033376	FBtr0088565	2R	5796014	5800716	+	1233	0	0
FBgn0015838	FBtr0088566	2R	5800803	5804340	+	581	0	0
FBgn0033377	FBtr0088630	2R	5804691	5807267	-	623	0	0
FBgn0033378	FBtr0088567	2R	5807906	5808687	+	165	0	0
FBgn0033379	FBtr0088628	2R	5808610	5811059	-	712	0	0
FBgn0033380	FBtr0088568	2R	5811383	5813174	+	453	0	0
FBgn0003612	FBtr0088570	2R	5813251	5819174	+	640	1	3
FBgn0033381	FBtr0302495	2R	5819296	5820380	+	226	0	0
FBgn0027561	FBtr0088626	2R	5820453	5829108	-	908	0	0
FBgn0033382	FBtr0302496	2R	5829609	5832558	+	525	0	0
FBgn0260972	FBtr0088624	2R	5832479	5835122	-	341	0	0
FBgn0028955	FBtr0088581	2R	5835668	5839161	+	80	0	0
FBgn0086656	FBtr0088623	2R	5839323	5841082	-	226	0	0
FBgn0050342	FBtr0088582	2R	5841130	5842327	+	330	0	0
FBgn0050344	FBtr0088583	2R	5842424	5845726	+	507	0	0
FBgn0050345	FBtr0305317	2R	5845890	5848581	+	496	0	0
FBgn0033387	FBtr0114598	2R	5848825	5852345	-	566	0	0
FBgn0033388	FBtr0088620	2R	5852919	5855811	-	519	0	0
FBgn0033389	FBtr0301527	2R	5856575	5857708	+	336	0	0
FBgn0259728	FBtr0299994	2R	5857406	5858363	-	180	0	0
FBgn0015477	FBtr0088618	2R	5858579	5868024	-	2408	0	0
FBgn0002567	FBtr0089931	2R	5868659	5877093	-	686	0	0
FBgn0033391	FBtr0302512	2R	5877470	5882975	-	322	0	0
FBgn0015561	FBtr0088586	2R	5885858	5890427	+	485	0	0
FBgn0033392	FBtr0088609	2R	5894979	5897748	-	666	0	0
FBgn0262515	FBtr0088588	2R	5898124	5900218	+	379	0	0
FBgn0010114	FBtr0088607	2R	5917778	5937210	-	958	0	0
FBgn0033395	FBtr0088591	2R	5927439	5929715	+	520	1	0
FBgn0015037	FBtr0088592	2R	5930005	5932127	+	513	0	0
FBgn0033397	FBtr0088593	2R	5932367	5934425	+	515	0	0
FBgn0050343	FBtr0088594	2R	5942117	5943370	+	170	0	0
FBgn0020621	FBtr0112897	2R	5942449	5975424	-	1501	1	0
FBgn0083977	FBtr0301077	2R	5950394	5954088	-	755	0	0
FBgn0033400	FBtr0088600	2R	5975524	5976954	-	325	1	0
FBgn0033401	FBtr0088595	2R	5977175	5979441	+	630	0	0
FBgn0026326	FBtr0088599	2R	5979393	5981974	-	730	0	0
FBgn0028408	FBtr0112930	2R	5982276	5992735	+	549	0	0
FBgn0033402	FBtr0088598	2R	5994142	5999133	-	537	0	0
FBgn0033404	FBtr0088503	2R	6036242	6037432	+	378	0	0
FBgn0040775	FBtr0088557	2R	6044203	6044535	-	61	0	0
FBgn0033405	FBtr0113059	2R	6051607	6055732	-	739	0	0
FBgn0010549	FBtr0302504	2R	6072197	6076840	+	1374	1	0
FBgn0033408	FBtr0088555	2R	6076978	6077727	-	188	0	0
FBgn0028473	FBtr0088554	2R	6077986	6080384	-	652	0	0
FBgn0016970	FBtr0088505	2R	6080734	6081538	+	221	0	0
FBgn0053774	FBtr0091775	2R	6081393	6081937	-	40	0	0
FBgn0016078	FBtr0088552	2R	6082194	6095054	-	379	0	0
FBgn0041087	FBtr0088506	2R	6095860	6099353	+	350	0	0
FBgn0033412	FBtr0088551	2R	6103990	6105222	-	326	0	0
